RUID,UID,Census,Set,SubSet,PlotCode,Plot,Tra,Qua,Crit,Sample,Tag,Species,PosX,PosY,Sup,Rep,F x R,# R,OBSERVACIONES,CAR,RecrYr,DeadYr,ExcYr,RincYr,Height,CovD1,CovD2,DBH01,DBH02,DBH03,DBH04,DBH05,DBH06,DBH07,DBH08,DBH09,DBH10,DBH11,DBH12,DBH13,DBH14,DBH15,DBH16,DBH17,DBH18,DBH19,DBH20,DBH21,DBH22,DBH23,DBH24,DBH25,DBH26,DBH27,DBH28,DBH29,DBH30,minDBH,maxDBH,Basal.cm2/plot,Basal.m2/ha,Cob.m2/plot,Cob.m2/ha,Dens.ha,Rec.ha,Mu.ha,Stems,Observaciones anuales,Historial de objeto
22147416,221474,2016,SecCan,NA,SC08,TOA,3,3,A,400,298,Mimosa acantholoba,0.12,11.2,1,1,62,6,,,2012,,,,4.55,4.4,3.8,7,6.6,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,7,95.5986644487374,0.238996661121843,13.1318572920053,328.296432300133,25,0,0,3,,
22104716,221047,2016,SecCan,NA,SC08,TOA,3,3,A,400,296,Mimosa acantholoba,4.66,13.6,1,1,13,3,,,2013,,,,5,2.4,2.3,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,5.7,25.5175863287831,0.063793965821958,4.33539786195391,108.384946548848,25,0,0,1,,
22140516,221405,2016,SecCan,NA,SC08,TOA,3,4,C,400,280,Mimosa acantholoba,0.8,16.7,1,0,,,,,2009,,,,4.4,2,1.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,19.6349540849362,0.049087385212341,2.67035375555132,66.7588438887831,25,0,0,1,Quitar punto decimal DAP 2 2015,
22116016,221160,2016,SecCan,NA,SC08,TOA,3,4,C,400,285,Mimosa acantholoba,3.25,17.42,1,1,46,4,,,2009,,,,4.87,3.5,2.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7.1,39.5919214168654,0.098979803542163,7.69690200129499,192.422550032375,25,0,0,1,,
22127616,221276,2016,SecCan,NA,SC08,TOA,3,4,C,400,270,Mimosa acantholoba,2.45,18.83,1,1,7,5,,,2006,,,,5.25,2.5,3.4,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,7.7,46.5662571078347,0.116415642769587,6.67588438887831,166.897109721958,25,0,0,1,,
22108516,221085,2016,SecCan,NA,SC08,TOA,3,4,C,200,274,Mimosa acantholoba,3.7,19.4,1,0,,,,,2009,,,,3,1.65,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.8,6.15752160103599,0.03078760800518,1.29590696960579,64.7953484802895,50,0,0,1,,
22172616,221726,2016,SecCan,NA,SC08,TOA,4,1,C,200,335,Mimosa acantholoba,1.8,0.149999999999999,1,0,,,,,2005,,,,5.2,2,1.8,3.3,2.9,4.1,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,4.2,42.2151512826128,0.211075756413064,2.82743338823081,141.371669411541,50,0,0,4,,
22171916,221719,2016,SecCan,NA,SC08,TOA,4,1,C,200,334,Mimosa acantholoba,1.8,0.550000000000001,1,M,,,,,2006,,,,3.1,0.4,0.5,2.5,1.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.5,11.2076317916816,0.056038158958408,0.15707963267949,7.85398163397448,50,0,0,3,,
23417716,234177,2016,SecCan,NA,SC08,TOA,4,1,C,100,T058,Mimosa acantholoba,1.1,2.2,1,0,,,,,2015,,,,2.5,1.1,1.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,1.32732289614169,0.013273228961417,1.55508836352695,155.508836352695,100,0,0,1,,
22153516,221535,2016,SecCan,NA,SC08,TOA,4,1,C,200,326,Mimosa acantholoba,4.5,2.6,1,0,,,,,2010,,,,2.83,1.4,1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,4.90873852123405,0.02454369260617,1.09955742875643,54.9778714378214,50,0,0,1,,
22164116,221641,2016,SecCan,NA,SC08,TOA,4,1,C,200,323,Mimosa acantholoba,2.8,4,1,M,,,,,2008,,,,4.64,0.7,0.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.2,13.854423602331,0.069272118011655,0.274889357189107,13.7444678594553,50,0,0,1,,
22168916,221689,2016,SecCan,NA,SC08,TOA,4,2,B,200,318,Mimosa acantholoba,2,8,1,M,,,,,2014,,,,3.65,0.85,0.7,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,4.90873852123405,0.02454369260617,0.467311907221482,23.3655953610741,50,0,0,1,,
22176416,221764,2016,SecCan,NA,SC08,TOA,4,2,B,400,314,Mimosa acantholoba,1.5,9.6,1,0,,,,,2011,,,,4.65,4.1,2.7,6.8,5.1,5.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,6.8,85.8126033328052,0.214531508332013,8.69435766880975,217.358941720244,25,0,0,4,,
22154216,221542,2016,SecCan,NA,SC08,TOA,4,3,A,400,316,Mimosa acantholoba,4.47,10,1,0,,,,,2012,,,,5.4,2,1.7,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,27.3397100678652,0.068349275169663,2.67035375555132,66.7588438887831,25,0,0,1,,
22167216,221672,2016,SecCan,NA,SC08,TOA,4,4,A,400,312,Mimosa acantholoba,2.2,15.7,1,1,30,4,,,2011,,,,5.94,3.9,5.5,7.5,6.3,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,7.5,98.2533102410208,0.245633275602552,16.8467906048753,421.169765121882,25,0,0,3,Revisar altura 2015 (muy baja),
22347816,223478,2016,SecCan,NA,SC09,MAL,2,2,A,400,162,Mimosa acantholoba,0.67,6.8,1,0,,,,,,,2010,2012,4.72,6.8,3.2,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,15.6,191.134497044403,0.477836242611008,17.0902640355285,427.256600888212,25,0,0,1,,
22311916,223119,2016,SecCan,NA,SC09,MAL,2,4,C,400,131,Mimosa acantholoba,4.82,19.58,1,M,,,,,,,,,5.4,1.8,4.8,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,10.1,80.1184666481737,0.200296166620434,6.78584013175395,169.646003293849,25,0,0,1,,
22310216,223102,2016,SecCan,NA,SC09,MAL,2,4,C,400,133,Mimosa acantholoba,2.28,19.75,1,M,,,,,,,,,7.3,1.6,4.2,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,18.1,257.304292310638,0.643260730776595,5.27787565803085,131.946891450771,25,0,0,1,,
22271616,222716,2016,SecCan,NA,SC09,MAL,3,3,B,400,M125,Mimosa acantholoba,0.3,13.12,1,0,,,,,2012,,,,4.6,2.8,2.9,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.2,21.237166338267,0.053092915845668,6.37743308678728,159.435827169682,25,0,0,1,Revisar DAP 2015 (5.2 cm),
22261716,222617,2016,SecCan,NA,SC09,MAL,3,4,A,400,82,Mimosa acantholoba,1.23,15.91,1,M,,,,,,,,,5.47,4.5,2,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,10.1,80.1184666481737,0.200296166620434,7.06858347057703,176.714586764426,25,0,0,1,,
22217416,222174,2016,SecCan,NA,SC09,MAL,4,2,B,400,43,Mimosa acantholoba,2.44,9.72,1,1,7,6,,,,,,,5.94,5.08,2.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,95.0331777710912,0.237582944427728,11.5704857431712,289.26214357928,25,0,0,1,,
22203716,222037,2016,SecCan,NA,SC09,MAL,4,4,C,400,22,Mimosa acantholoba,2,16.9,1,0,,,,,,,,,5.4,3.57,2.36,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,198.556509688509,0.496391274221272,6.61713660625618,165.428415156405,25,0,0,1,,
22455016,224550,2016,SecCan,NA,SC10,HIL,1,2,B,400,F25,Mimosa acantholoba,4.05,6.8,1,0,,,,,2014,,,,5.18,3.4,2.8,6,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,6,39.6154833617673,0.099038708404418,7.47699051554371,186.924762888593,25,0,0,2,CUA = 2 PosX = 4.05 PosY = 6.8,
22450516,224505,2016,SecCan,NA,SC10,HIL,1,2,B,200,R152,Mimosa acantholoba,2.9,6.14,1,0,,,,,2012,,,,4.25,2.1,2.2,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,3.9,11.9459060652752,0.059729530326376,3.62853951489621,181.426975744811,50,0,0,1,,
22442016,224420,2016,SecCan,NA,SC10,HIL,1,3,C,200,3,Mimosa acantholoba,1.76,10.78,1,0,,,,,2011,,,,3.3,1.15,1.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.6,5.30929158456675,0.026546457922834,1.26449104306989,63.2245521534946,50,0,0,1,Revisar altura 2015 (muy alto),
22438316,224383,2016,SecCan,NA,SC10,HIL,1,3,C,200,6,Mimosa acantholoba,0.02,11.64,1,1,5,5,,,2007,,,,4.56,3.32,2.26,4.2,2.2,2.1,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,4.2,23.9546439836222,0.119773219918111,5.89299949960373,294.649974980187,50,0,0,4,,
22436916,224369,2016,SecCan,NA,SC10,HIL,1,3,C,100,E93,Mimosa acantholoba,0.4,12.2,1,0,,,,,2008,,,,3.15,1.1,0.8,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.2,3.80132711084365,0.038013271108437,0.691150383789755,69.1150383789755,100,0,0,1,,
22429116,224291,2016,SecCan,NA,SC10,HIL,1,3,C,100,J244,Mimosa acantholoba,3.5,13.21,1,M,,,,,2013,,,,2.9,1.8,1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.7,2.26980069221863,0.022698006922186,1.41371669411541,141.371669411541,100,0,0,1,,
22426016,224260,2016,SecCan,NA,SC10,HIL,1,3,C,100,R153,Mimosa acantholoba,4.4,13.5,1,0,,,,,2012,,,,2.9,1.3,0.97,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.9,2.83528736986479,0.028352873698648,0.990387084044182,99.0387084044182,100,0,0,1,,
22423916,224239,2016,SecCan,NA,SC10,HIL,1,3,C,100,R155,Mimosa acantholoba,1.48,14.11,1,0,,,,,2012,,,,2.6,2.1,1.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.8,2.54469004940773,0.025446900494077,1.81426975744811,181.426975744811,100,0,0,1,,
22461116,224611,2016,SecCan,NA,SC10,HIL,2,2,A,400,J239,Mimosa acantholoba,0.690000000000001,5.9,1,0,,,,,2013,,,,4.93,1.9,3,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,27.3397100678652,0.068349275169663,4.47676953136546,111.919238284136,25,0,0,1,,
22458116,224581,2016,SecCan,NA,SC10,HIL,2,4,B,200,U5,Mimosa acantholoba,2.7,16,1,0,,,,,2010,,,,3.15,2.4,1.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,8.55298599939821,0.042764929996991,2.45044226980004,122.522113490002,50,0,0,1,,
22457416,224574,2016,SecCan,NA,SC10,HIL,2,4,B,200,J241,Mimosa acantholoba,3,17.96,1,0,,,,,2013,,,,4,2.5,2.42,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,9.62112750161874,0.048105637508094,4.75165888855456,237.582944427728,50,0,0,1,,
22492516,224925,2016,SecCan,NA,SC10,HIL,3,4,C,100,R157,Mimosa acantholoba,1.78,15,1,Excluído,,,,,2012,,,,2.5,1.67,1.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.9,2.83528736986479,0.028352873698648,1.83626090602323,183.626090602323,100,0,0,1,,
22547216,225472,2016,SecCan,NA,SC12,FID,1,1,B,400,122,Mimosa acantholoba,2,2.6,1,M,,,,,2007,,,,5.8,4.84,0.8,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.5,33.1830724035422,0.082957681008856,3.04106168867492,76.026542216873,25,0,0,1,,
22546516,225465,2016,SecCan,NA,SC12,FID,1,1,B,400,121,Mimosa acantholoba,4.48,2.83,1,0,,,,,2008,,,,6.52,1.95,2.58,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.5,33.1830724035422,0.082957681008856,3.95133816005256,98.7834540013141,25,0,0,1,,
22543416,225434,2016,SecCan,NA,SC12,FID,1,1,B,200,120,Mimosa acantholoba,0.5,4.05,1,M,,,,,2005,,,,4.75,1.6,1.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.2,13.854423602331,0.069272118011655,1.88495559215388,94.2477796076938,50,0,0,1,,
22542716,225427,2016,SecCan,NA,SC12,FID,1,1,B,200,119,Mimosa acantholoba,4.81,4.16,1,M,,,,,2008,,,,3.78,1.7,1.1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,2.9,6.60519855417254,0.033025992770863,1.46869456555323,73.4347282776614,50,0,0,1,,
22539716,225397,2016,SecCan,NA,SC12,FID,1,1,B,400,116,Mimosa acantholoba,0.34,4.65,1,0,,,,,2006,,,,6.75,1.41,1.9,4.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5,32.8374972116473,0.082093743029118,2.10408167974176,52.6020419935441,25,0,0,2,,
22538016,225380,2016,SecCan,NA,SC12,FID,1,2,A,400,115,Mimosa acantholoba,0.42,8.1,1,M,,,,,2008,,,,5.23,1.2,1.7,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5.8,26.4207942166902,0.066051985541725,1.60221225333079,40.0553063332699,25,0,0,1,,
22534216,225342,2016,SecCan,NA,SC12,FID,1,3,C,400,114,Mimosa acantholoba,2.03,10.08,1,M,,,,,,,,,7.36,4.8,5.38,8.8,3.2,4.6,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,8.8,142.227753409644,0.35556938352411,20.2821221715757,507.053054289393,25,0,0,4,,
22519916,225199,2016,SecCan,NA,SC12,FID,1,4,A,400,106,Mimosa acantholoba,3.24,15.88,1,M,,,,,,,,,6.46,3.8,3.5,7.4,5.3,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,7.4,87.9724482821482,0.21993112070537,10.4457955731861,261.144889329652,25,0,0,3,Revisar DAP3 2015 (muy bajo),
22518216,225182,2016,SecCan,NA,SC12,FID,1,4,A,400,105,Mimosa acantholoba,1.2,16.1,1,M,,,,,2004,,,,7.1,3.7,1.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,28.2743338823081,0.07068583470577,4.35895980685584,108.973995171396,25,0,0,1,,
22517516,225175,2016,SecCan,NA,SC12,FID,1,4,A,400,104,Mimosa acantholoba,1.16,16.3,1,M,,,,,2009,,,,7.25,4.43,4.02,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,76.9768739945839,0.19244218498646,13.9868417326798,349.671043316995,25,0,0,1,Revisar DAP1 2015 (prob. 9.8 cm),
22516816,225168,2016,SecCan,NA,SC12,FID,1,4,A,400,103,Mimosa acantholoba,3.4,17.8,1,M,,,,,2013,,,,6.15,2.5,2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.4,22.9022104446696,0.057255526111674,3.92699081698724,98.174770424681,25,0,0,1,,
22513716,225137,2016,SecCan,NA,SC12,FID,1,4,A,400,100,Mimosa acantholoba,4.99,19.38,1,0,,,,,2005,,,,6.82,4.3,3.1,10.2,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,10.2,129.496449180971,0.323741122952428,10.469357518088,261.7339379522,25,0,0,2,,
22592216,225922,2016,SecCan,NA,SC12,FID,2,2,C,400,152,Mimosa acantholoba,0.3,5.01,1,M,,,,,,,,,6.56,5,3.9,14.6,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,14.6,247.533939157974,0.618834847894934,15.3152641862502,382.881604656256,25,0,0,2,,
22588516,225885,2016,SecCan,NA,SC12,FID,2,2,C,400,150,Mimosa acantholoba,4.9,6.45,1,M,,,,,,,,,6.78,1.8,1.3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,38.484510006475,0.096211275016187,1.83783170235003,45.9457925587507,25,0,0,1,,
22584716,225847,2016,SecCan,NA,SC12,FID,2,2,C,400,147,Mimosa acantholoba,4.98,6.9,1,M,,,,,,,,,6.1,3,3.2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,28.2743338823081,0.07068583470577,7.5398223686155,188.495559215388,25,0,0,1,,
22570016,225700,2016,SecCan,NA,SC12,FID,2,2,C,400,138,Mimosa acantholoba,4.61,9.7,1,M,,,,,2012,,,,6.41,3.1,3.24,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,8.1,51.5299735005066,0.128824933751266,7.88853915316397,197.213478829099,25,0,0,1,,
22559516,225595,2016,SecCan,NA,SC12,FID,2,4,B,400,129,Mimosa acantholoba,2.4,18.2,1,M,,,,,,,,,3.15,1.1,1.2,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,45.3645979178366,0.113411494794592,1.03672557568463,25.9181393921158,25,0,0,1,,
22637016,226370,2016,SecCan,NA,SC12,FID,3,2,B,400,186,Mimosa acantholoba,2.33,6.05,1,M,,,,,,,,,7.24,4.02,4.14,6.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,9.5,104.065256650162,0.260163141625405,13.0712245537911,326.780613844776,25,0,0,2,,
22635616,226356,2016,SecCan,NA,SC12,FID,3,2,B,400,183,Mimosa acantholoba,4.8,6.9,1,M,,,,,,,,,5.95,3.63,2.2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.5,56.7450173054656,0.141862543263664,6.27218973289202,156.804743322301,25,0,0,1,,
22630116,226301,2016,SecCan,NA,SC12,FID,3,2,B,200,180,Mimosa acantholoba,4.5,8,1,0,,,,,,,,,6.5,4,2.77,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.8,6.15752160103599,0.03078760800518,8.70221165044373,435.110582522186,50,0,0,1,,
22626416,226264,2016,SecCan,NA,SC12,FID,3,2,B,400,177,Mimosa acantholoba,0.74,8.8,1,M,,,,,,,,,6.66,2.6,1.5,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,10.2,81.7128249198705,0.204282062299676,3.06305283725005,76.5763209312512,25,0,0,1,,
22618916,226189,2016,SecCan,NA,SC12,FID,3,3,A,400,173,Mimosa acantholoba,3.87,12.2,1,1,5,4,,,2006,,,,5.1,2.5,2.8,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,8.3,54.1060794764502,0.135265198691126,5.49778714378214,137.444678594553,25,0,0,1,,
22616516,226165,2016,SecCan,NA,SC12,FID,3,3,A,400,170,Mimosa acantholoba,1.5,14.1,1,M,,,,,2005,,,,6,3.4,3.6,5.7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.7,49.2758807715559,0.12318970192889,9.61327351998477,240.331837999619,25,0,0,2,,
22614116,226141,2016,SecCan,NA,SC12,FID,3,4,C,400,166,Mimosa acantholoba,3,15.1,1,M,,,,,,,,,4.4,1.11,1.86,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.5,33.1830724035422,0.082957681008856,1.62153304815037,40.5383262037593,25,0,0,1,,
22601116,226011,2016,SecCan,NA,SC12,FID,3,4,C,400,158,Mimosa acantholoba,1,18.2,1,M,,,,,,,,,5.86,3.1,3.2,9.9,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,9.9,142.015695905527,0.355039239763816,7.79114978090269,194.778744522567,25,0,0,2,,
22720916,227209,2016,SecCan,NA,SC12,FID,4,1,A,400,218,Mimosa acantholoba,3.88,2.3,1,M,,,,,,,,,5.7,3.6,2.8,6.1,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,10.2,110.93749057989,0.277343726449724,7.91681348704628,197.920337176157,25,0,0,2,,
22718616,227186,2016,SecCan,NA,SC12,FID,4,1,A,400,216,Mimosa acantholoba,1,3.3,1,M,,,,,2008,,,,6.4,2.54,2.5,5.6,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.6,48.3883808469168,0.120970952117292,4.9872783375738,124.681958439345,25,0,0,2,Revisar DAP1 2015,
22717916,227179,2016,SecCan,NA,SC12,FID,4,1,A,400,215,Mimosa acantholoba,3.2,3.55,1,1,21,7,,,2008,,,,7.3,2.1,2.2,6.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,7.8,84.1004353365988,0.210251088341497,3.62853951489621,90.7134878724053,25,0,0,2,,
22716216,227162,2016,SecCan,NA,SC12,FID,4,2,C,400,214,Mimosa acantholoba,1.85,5.1,1,M,,,,,,,,,4.7,2.8,1.5,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.2,21.237166338267,0.053092915845668,3.29867228626928,82.4668071567321,25,0,0,1,,
22712416,227124,2016,SecCan,NA,SC12,FID,4,2,C,400,212,Mimosa acantholoba,4.51,5.96,1,0,,,,,,,,,4.85,1.53,1.4,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.7,35.2565235549115,0.088141308887279,1.68232286599733,42.0580716499334,25,0,0,1,,
22710016,227100,2016,SecCan,NA,SC12,FID,4,2,C,400,210,Mimosa acantholoba,1.8,6.2,1,0,,,,,,,,,4.65,2.1,1.7,5.8,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,7.9,75.4374935943249,0.188593733985812,2.80387144332889,70.0967860832223,25,0,0,2,,
22694316,226943,2016,SecCan,NA,SC12,FID,4,2,C,400,205,Mimosa acantholoba,2.12,7.6,1,M,,,,,,,,,4.2,1.3,1.25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,19.6349540849362,0.049087385212341,1.27627201552085,31.9068003880213,25,0,0,1,,
22673816,226738,2016,SecCan,NA,SC12,FID,4,2,C,200,202,Mimosa acantholoba,2.46,9.15,1,M,,,,,,,,,2.6,1.1,1.17,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2,8.04247719318987,0.040212385965949,1.01080743629252,50.5403718146258,50,0,0,1,,
22670716,226707,2016,SecCan,NA,SC12,FID,4,2,C,400,201,Mimosa acantholoba,1.6,9.3,1,0,,,,,,,,,5.9,1,1.3,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,6.1,29.224665660019,0.073061664150048,1.02101761241668,25.5254403104171,25,0,0,1,,
22663916,226639,2016,SecCan,NA,SC12,FID,4,2,C,400,199,Mimosa acantholoba,3.65,9.76,1,M,,,,,,,,,5.2,2.7,3.8,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,67.9290871522453,0.169822717880613,8.05818515645782,201.454628911445,25,0,0,1,,
22659216,226592,2016,SecCan,NA,SC12,FID,4,3,A,400,198,Mimosa acantholoba,1.67,10.47,1,M,,,,,2013,,,,5.11,1.3,3,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,7.7,46.5662571078347,0.116415642769587,3.06305283725005,76.5763209312512,25,0,0,1,,
22658516,226585,2016,SecCan,NA,SC12,FID,4,3,A,400,196,Mimosa acantholoba,0.8,11.6,1,M,,,,,2008,,,,6.4,2.3,2.5,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,8.4,55.417694409324,0.13854423602331,4.51603943953533,112.900985988383,25,0,0,1,,
22654716,226547,2016,SecCan,NA,SC12,FID,4,3,A,400,194,Mimosa acantholoba,4.91,14.44,1,M,,,,,2006,,,,4.82,3.64,3.65,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,11.2,98.5203456165759,0.24630086404144,10.4347999988985,260.869999972462,25,0,0,1,,
22653016,226530,2016,SecCan,NA,SC12,FID,4,4,B,200,193,Mimosa acantholoba,4.34,15.68,1,M,,,,,2005,,,,4.42,5.4,2.6,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,4.3,14.5220120412188,0.072610060206094,11.0269902141002,551.349510705009,50,0,0,1,,
22648616,226486,2016,SecCan,NA,SC12,FID,4,4,B,400,190,Mimosa acantholoba,0.01,18.47,1,M,,,,,,,,,3.4,2.5,2.4,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.3,41.85386812745,0.104634670318625,4.71238898038469,117.809724509617,25,0,0,1,,
22647916,226479,2016,SecCan,NA,SC12,FID,4,4,B,400,189,Mimosa acantholoba,2.7,19,1,M,,,,,,,,,5.42,4.9,4.5,9.8,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.8,111.746450688189,0.279366126720472,17.3180295029137,432.950737572843,25,0,0,2,Revisar DAP1 2015,
22726116,227261,2016,SecCan,NA,SC13,ESS,1,1,A,400,719,Mimosa acantholoba,2.5,4.6,1,M,,,,,,,,,5.72,2.7,2.5,9.6,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,9.8,147.8119343514,0.369529835878499,5.30143760293278,132.535940073319,25,0,0,2,,
22754416,227544,2016,SecCan,NA,SC13,ESS,1,2,C,100,738,Mimosa acantholoba,3.63,9.25,1,M,,,,,,,,,3.9,1.6,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3.14159265358979,0.031415926535898,3.14159265358979,314.159265358979,100,0,0,1,,
22760516,227605,2016,SecCan,NA,SC13,ESS,1,3,A,400,742,Mimosa acantholoba,1.57,10.35,1,M,,,,,,,,,7.5,6.61,3.99,19.9,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,19.9,407.794434399223,1.01948608599806,20.714012621628,517.850315540699,25,0,0,2,,
22762916,227629,2016,SecCan,NA,SC13,ESS,1,3,A,400,743,Mimosa acantholoba,4.3,11.4,1,0,,,,,2010,,,,7.2,3.9,3.3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,63.6172512351933,0.159043128087983,10.1080743629252,252.701859073129,25,0,0,1,,
22764316,227643,2016,SecCan,NA,SC13,ESS,1,4,B,400,744,Mimosa acantholoba,4.75,16.14,1,M,,,,,,,,,5.3,4.42,1.2,15.5,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,15.5,356.107381266037,0.890268453165093,4.16575185866007,104.143796466502,25,0,0,2,,
22768116,227681,2016,SecCan,NA,SC13,ESS,1,4,B,400,747,Mimosa acantholoba,4.4,18.6,1,M,,,,,,,,,4.4,4.4,2.4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,95.0331777710912,0.237582944427728,8.29380460547706,207.345115136926,25,0,0,1,,
22771116,227711,2016,SecCan,NA,SC13,ESS,1,4,B,400,750,Mimosa acantholoba,1.15,19.5,1,M,,,,,,,,,6.64,2.65,3.61,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,8.3,54.1060794764502,0.135265198691126,7.51351153014169,187.837788253542,25,0,0,1,,
22808416,228084,2016,SecCan,NA,SC13,ESS,2,1,C,400,761,Mimosa acantholoba,3.4,4.9,1,1,33,6,,,,,,,7.9,4.7,3.2,7.6,6.1,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,10.4,159.537928930924,0.398844822327309,11.8123883774976,295.309709437441,25,0,0,3,Revisar DAPs 2015. Están ausentes.,
