RUID,UID,Census,Set,SubSet,PlotCode,Plot,Tra,Qua,Crit,Sample,Tag,Species,PosX,PosY,Sup,Rep,FrutPerBranch,NumbBranch,AvrgSeeds,CAR,RecrYr,DeadYr,ExcYr,RincYr,Height,CovD1,CovD2,DBH01,DBH02,DBH03,DBH04,DBH05,DBH06,DBH07,DBH08,DBH09,DBH10,DBH11,DBH12,DBH13,DBH14,DBH15,DBH16,DBH17,DBH18,DBH19,DBH20,DBH21,DBH22,DBH23,DBH24,DBH25,DBH26,DBH27,DBH28,DBH29,DBH30,minDBH,maxDBH,Basal.cm2/plot,Basal.m2/ha,Cob.m2/plot,Cob.m2/ha,Dens.ha,Rec.ha,Mu.ha,Stems,Observaciones anuales,Historial de objeto,
21642510,216425,2010,SecCan,NA,SC04,ABE,4,2,B,400,116,Mimosa acantholoba,4.33,7.5,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,Suprimido,,
21631910,216319,2010,SecCan,NA,SC04,ABE,4,3,A,400,G99,Mimosa acantholoba,0.4,11.3,1,,,,,,2009,,,,5.7,3.8,3.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.4,229022104447,0.057255526,101473442711,2536836067774,25,0,0,1,,,
21629610,216296,2010,SecCan,NA,SC04,ABE,4,3,A,400,G97,Mimosa acantholoba,3.36,13.6,1,,,,,,2009,,,,5.55,3.8,5.2,60478878375,66845076099,56659159741,,,,,,,,,,,,,,,,,,,,,,,,,,,,56659159741,66845076099,890344582645,0.222586146,155194677087,3879866927183,25,0,0,3,d3-d4 se abrió. Es el mismo que G98,,
21628910,216289,2010,SecCan,NA,SC04,ABE,4,3,A,400,197,Mimosa acantholoba,3.03,13.95,1,,,,,,2004,,,,7.2,4,3.8,83715500066,81169020977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81169020977,83715500066,1067881921664,0.26697048,119380520836,298451302091,25,0,0,2,,,
21650010,216500,2010,SecCan,NA,SC04,ABE,4,4,C,400,95,Mimosa acantholoba,3.6,15.15,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21654810,216548,2010,SecCan,NA,SC04,ABE,4,4,C,400,99,Mimosa acantholoba,3.57,15.92,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21653110,216531,2010,SecCan,NA,SC04,ABE,4,4,C,400,98,Mimosa acantholoba,0.13,16.6,1,,,,,,,,,,5.65,2.9,4.3,8.4,0,9.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9.1,1204565163203,0.301141291,97939150976,2448478774392,25,0,0,4,,,
21652410,216524,2010,SecCan,NA,SC04,ABE,4,4,C,400,97,Mimosa acantholoba,1.2,17.6,,,,,,,,2015,2010,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
21649410,216494,2010,SecCan,NA,SC04,ABE,4,4,C,400,94,Mimosa acantholoba,4.99,18,1,,,,,,,,,,4.75,3.2,2.7,0,0,,5.7,5.9,42971834635,,,,,,,,,,,,,,,,,,,,,,,,,0,5.9,673602905859,0.168400727,67858401318,1696460032938,25,0,0,5,,,
21647010,216470,2010,SecCan,NA,SC04,ABE,4,4,C,200,E1,Mimosa acantholoba,3.5,19,1,,,,,,2008,2016,,,5,3,2.6,39470425887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39470425887,39470425887,122358320249,0.06117916,61261056745,306305283725,50,0,0,1,,,
23657710,236577,2010,SecCan,NA,SC07,BES,1,1,A,400,240,Mimosa acantholoba,3.8,0.9,,,,,,,2005,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23525910,235259,2010,SecCan,NA,SC07,BES,1,1,A,400,1,Mimosa acantholoba,0.3,1.45,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23656010,236560,2010,SecCan,NA,SC07,BES,1,1,A,400,239,Mimosa acantholoba,3.3,3.06,,,,,,,2005,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23658410,236584,2010,SecCan,NA,SC07,BES,1,2,B,400,241,Mimosa acantholoba,3.5,5.56,,,,,,,2005,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23529710,235297,2010,SecCan,NA,SC07,BES,1,2,B,400,5,Mimosa acantholoba,2.3,6.9,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23659110,236591,2010,SecCan,NA,SC07,BES,1,2,B,200,242,Mimosa acantholoba,1.7,8.17,1,,,,,,2005,,,,2.3,2.5,3.2,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,4.7,173494454294,0.086747227,62831853072,314159265359,50,0,0,1,,,
23534110,235341,2010,SecCan,NA,SC07,BES,1,3,C,400,10,Mimosa acantholoba,4.8,12.5,1,,,,,,,,,,6.4,3.3,3.7,0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.3,311724531052,0.077931133,95897115751,2397427893771,25,0,0,2,casi muerta,,
23540210,235402,2010,SecCan,NA,SC07,BES,1,3,C,400,16,Mimosa acantholoba,0.4,12.6,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23676810,236768,2010,SecCan,NA,SC07,BES,1,3,C,100,s/e,Lysiloma divaricatum,0,12.7,1,,,,,,2010,,,,3,2.7,2.5,1.7,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,1.7,43309996322,0.043309996,53014376029,5301437602933,100,100,0,2,cambió de categoría falta etiquetar y medir y,,
23542610,235426,2010,SecCan,NA,SC07,BES,1,3,C,400,18,Mimosa acantholoba,2.7,13,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23541910,235419,2010,SecCan,NA,SC07,BES,1,3,C,200,17,Mimosa acantholoba,2.3,13.35,1,,,,,,,,,,3.14,2.2,2.4,1.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.5,66758843889,0.033379422,41469023027,2073451151369,50,0,0,2,,,
23544010,235440,2010,SecCan,NA,SC07,BES,1,3,C,400,20,Mimosa acantholoba,3,14.8,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
23555610,235556,2010,SecCan,NA,SC07,BES,2,3,B,400,59,Mimosa acantholoba,2.1,11.2,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,D3 cayó. Árbol no se encontró,,
23556310,235563,2010,SecCan,NA,SC07,BES,2,3,B,400,60,Mimosa acantholoba,0.65,12.3,1,,,,,,,,,,5.2,3.5,3.9,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,8.6,580880481649,0.14522012,107206849304,2680171232594,25,0,0,1,d1 varios troncos muy juntos. D1 rota,,
23557010,235570,2010,SecCan,NA,SC07,BES,2,3,B,400,61,Mimosa acantholoba,2.9,12.4,1,,,,,,,,,,5.5,3.6,3.4,7.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.5,441786466911,0.110446617,961327352,2403318379996,25,0,0,2,,,
23558710,235587,2010,SecCan,NA,SC07,BES,2,3,B,200,62,Lysiloma divaricatum,0.97,13.9,1,,,,,,,,,,3,3.5,4,3,4.7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.7,314866123706,0.157433062,109955742876,5497787143782,50,0,0,4,,,
23559410,235594,2010,SecCan,NA,SC07,BES,2,3,B,400,63,Lysiloma divaricatum,1.38,14.94,1,,,,,,,,,,6.7,6.2,6,3.7,8.5,7,0,6.3,3,7.3,,13.5,12.5,4.8,,,,,,,,,,,,,,,,,,,,0,13.5,4700293848668,11750734622,292168116784,7304202919596,25,0,0,10,,,
23554910,235549,2010,SecCan,NA,SC07,BES,2,4,C,400,58,Mimosa acantholoba,2.3,15.28,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23563110,235631,2010,SecCan,NA,SC07,BES,2,4,C,400,67,Mimosa acantholoba,0.5,15.9,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23566210,235662,2010,SecCan,NA,SC07,BES,2,4,C,400,70,Mimosa acantholoba,0.4,17.62,1,,,,,,,,,,4,4.6,3.2,5.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,5.4,330809706423,0.082702427,115610609652,2890265241303,25,0,0,2,moribunda,,
23569310,235693,2010,SecCan,NA,SC07,BES,2,4,C,400,73,Mimosa acantholoba,2.34,18.3,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23575410,235754,2010,SecCan,NA,SC07,BES,2,4,C,400,79,Mimosa acantholoba,2.89,19.1,1,,,,,,,,,,2.37,1.4,1.1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,196349540849,0.049087385,12095131716,302378292908,25,0,0,2,moribunda seca,,
23564810,235648,2010,SecCan,NA,SC07,BES,2,4,C,400,68,Mimosa acantholoba,1.3,19.73,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23571610,235716,2010,SecCan,NA,SC07,BES,2,4,C,400,75,Mimosa acantholoba,0.5,19.9,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23652210,236522,2010,SecCan,NA,SC07,BES,3,1,A,400,223,Mimosa acantholoba,0.6,0.65,,,,,,,2004,2006,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23577810,235778,2010,SecCan,NA,SC07,BES,3,1,A,400,83,Mimosa acantholoba,3.82,1.87,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23580810,235808,2010,SecCan,NA,SC07,BES,3,1,A,400,86,Lysiloma divaricatum,4.5,4.12,1,,,,,,,,,,5.8,4.9,6.1,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,18.3,2630219909402,0.657554977,234755511039,5868887775987,25,0,0,1,,,
23586010,235860,2010,SecCan,NA,SC07,BES,3,2,C,200,92,Mimosa acantholoba,4.85,5.76,1,,,,,,,,,,4,3.2,3.6,2.5,0,3.6,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.6,221560821894,0.110780411,90477868423,4523893421169,50,0,0,5,,,
23587710,235877,2010,SecCan,NA,SC07,BES,3,2,C,200,93,Mimosa acantholoba,3.77,7,1,,,,,,,,,,3.2,3,3.4,4.7,0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.7,2081305133,0.104065257,80110612667,4005530633327,50,0,0,3,,,
23588410,235884,2010,SecCan,NA,SC07,BES,3,2,C,400,94,Mimosa acantholoba,3.86,7.65,1,,,,,,,,,,5.2,4.4,4.6,10.3,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,10.3,1135135965558,0.283783991,158964588272,3974114706791,25,0,0,2,,,
23597610,235976,2010,SecCan,NA,SC07,BES,3,2,C,400,103,Mimosa acantholoba,2.2,7.83,1,,,,,,,,,,5.1,4.3,4.8,0,0,11,6.6,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,1354026433697,0.338506608,162106180925,4052654523131,25,0,0,5,,,
23589110,235891,2010,SecCan,NA,SC07,BES,3,2,C,400,95,Mimosa acantholoba,4.85,7.95,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23592110,235921,2010,SecCan,NA,SC07,BES,3,2,C,400,98,Mimosa acantholoba,4.25,8.19,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23593810,235938,2010,SecCan,NA,SC07,BES,3,2,C,400,99,Mimosa acantholoba,4.8,8.59,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23600310,236003,2010,SecCan,NA,SC07,BES,3,3,A,400,110,Mimosa acantholoba,3.06,13.53,1,,,,,,,,,,5.4,4.2,3.9,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,10.6,882473376393,0.220618344,128648219165,3216205479113,25,0,0,1,,,
23602710,236027,2010,SecCan,NA,SC07,BES,3,4,B,200,112,Mimosa acantholoba,2.46,15.3,1,,,,,,,,,,3.9,3.2,2,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,318086256176,0.159043128,50265482457,2513274122872,50,0,0,2,rama + alta muerta,,
23601010,236010,2010,SecCan,NA,SC07,BES,3,4,B,400,111,Mimosa acantholoba,3.28,15.3,1,,,,,,,,,,5.6,2.4,3.8,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.5,567450173055,0.141862543,71628312502,1790707812546,25,0,0,1,ahorcada,,
23607210,236072,2010,SecCan,NA,SC07,BES,3,4,B,200,117,Mimosa acantholoba,4.48,15.72,1,,,,,,,,,,4.9,1.5,1.9,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,166190251375,0.083095126,22383847657,1119192382841,50,0,0,1,,,
23603410,236034,2010,SecCan,NA,SC07,BES,3,4,B,200,113,Mimosa acantholoba,2.43,16.5,1,,,,,,,,,,4.7,3.4,4,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.8,180955736847,0.090477868,106814150222,5340707511103,50,0,0,1,,,
23623210,236232,2010,SecCan,NA,SC07,BES,4,1,B,400,141,Mimosa acantholoba,0.86,0.8,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23624910,236249,2010,SecCan,NA,SC07,BES,4,1,B,400,142,Mimosa acantholoba,0.67,0.93,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23621810,236218,2010,SecCan,NA,SC07,BES,4,1,B,400,139,Lysiloma divaricatum,2.36,1.88,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23620110,236201,2010,SecCan,NA,SC07,BES,4,1,B,400,138,Lysiloma divaricatum,1.99,2.1,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23617110,236171,2010,SecCan,NA,SC07,BES,4,1,B,400,135,Mimosa acantholoba,0.05,3.74,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23626310,236263,2010,SecCan,NA,SC07,BES,4,2,A,400,163,Mimosa acantholoba,2.6,5.3,1,,,,,,,,,,5.6,4,3.8,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,12.5,1227184630309,0.306796158,119380520836,298451302091,25,0,0,1,,,
23653910,236539,2010,SecCan,NA,SC07,BES,4,2,A,400,229,Mimosa acantholoba,2.4,6.15,,,,,,,2004,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23633110,236331,2010,SecCan,NA,SC07,BES,4,2,A,400,170,Mimosa acantholoba,4.7,6.5,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23628710,236287,2010,SecCan,NA,SC07,BES,4,2,A,400,165,Mimosa acantholoba,1.8,8.7,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23654610,236546,2010,SecCan,NA,SC07,BES,4,2,A,400,230,Mimosa acantholoba,0.75,9.2,,,,,,,2004,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23632410,236324,2010,SecCan,NA,SC07,BES,4,3,C,400,169,Mimosa acantholoba,1.7,10.42,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23634810,236348,2010,SecCan,NA,SC07,BES,4,3,C,400,171,Mimosa acantholoba,3.27,10.73,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23631710,236317,2010,SecCan,NA,SC07,BES,4,3,C,400,168,Mimosa acantholoba,0.97,11.3,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23629410,236294,2010,SecCan,NA,SC07,BES,4,3,C,400,166,Mimosa acantholoba,0.32,11.31,1,,,,,,,,,,5,3,4.1,3.5,15,4.5,3.2,4.5,0,2.7,,,,,,,,,,,,,,,,,,,,,,,,0,15,231912369688,0.579780924,96603974098,2415099352447,25,0,0,7,,,
23643010,236430,2010,SecCan,NA,SC07,BES,4,3,C,400,180,Mimosa acantholoba,3.2,11.6,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23630010,236300,2010,SecCan,NA,SC07,BES,4,3,C,400,167,Mimosa acantholoba,0.2,11.84,1,,,,,,,,,,4.6,3,4.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,196349540849,0.049087385,98960168588,2474004214702,25,0,0,1,,,
23637910,236379,2010,SecCan,NA,SC07,BES,4,3,C,200,174,Mimosa acantholoba,1.6,13.4,1,,,,,,,,,,4.2,3.5,3.8,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,125663706144,0.062831853,104457955732,5222897786593,50,0,0,2,rama + alt mu,,
23642310,236423,2010,SecCan,NA,SC07,BES,4,3,C,400,179,Mimosa acantholoba,4.75,14.4,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23648510,236485,2010,SecCan,NA,SC07,BES,4,4,A,400,185,Mimosa acantholoba,0.05,18.1,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23649210,236492,2010,SecCan,NA,SC07,BES,4,4,A,400,186,Mimosa acantholoba,3.25,18.3,1,,,,,,,,,,5,3.9,3.4,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,8.8,608212337735,0.152053084,104143796467,2603594911663,25,0,0,1,,,
23102210,231022,2010,SecCan,NA,SC15,DIA,1,1,B,400,1,Mimosa acantholoba,1.25,1.2,1,,,,,,,,,,4.6,3.5,4,9.8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.8,1256951220701,0.314237805,109955742876,2748893571891,25,0,0,2,,,
23103910,231039,2010,SecCan,NA,SC15,DIA,1,1,B,400,2,Mimosa acantholoba,1.17,1.91,1,,,,,,,2014,,,4.6,3.7,3.5,7.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.2,407150407905,0.101787602,10170906216,2542726553999,25,0,0,2,,,
23104610,231046,2010,SecCan,NA,SC15,DIA,1,1,B,400,3,Mimosa acantholoba,4.95,2.35,1,,,,,,,2016,,,5.7,2.8,3.4,6.2,3.5,3.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.2,48364818902,0.120912047,74769905155,1869247628886,25,0,0,4,,,
23105310,231053,2010,SecCan,NA,SC15,DIA,1,1,B,200,4,Mimosa acantholoba,3.74,2.71,1,,,,,,,2016,2014,,4.7,3,3.1,3.5,4.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.3,279444666537,0.139722333,73042029196,3652101459798,50,0,0,3,,,
23106010,231060,2010,SecCan,NA,SC15,DIA,1,1,B,400,5,Mimosa acantholoba,3.45,3.59,1,,,,,,,,,,4.9,3.3,3.1,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.4,430084034276,0.107521009,80346232116,2008655802889,25,0,0,1,,,
23108410,231084,2010,SecCan,NA,SC15,DIA,1,1,B,400,7,Mimosa acantholoba,2.62,4.55,1,,,,,,,2016,,,4.3,2.8,2.5,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.3,418538681275,0.10463467,54977871438,1374446785946,25,0,0,1,,,
23109110,231091,2010,SecCan,NA,SC15,DIA,1,1,B,400,8,Mimosa acantholoba,4,4.85,1,,,,,,,,,,5.7,2.8,2.6,5.1,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,8.4,758459006393,0.189614752,57176986295,1429424657383,25,0,0,2,,,
23111410,231114,2010,SecCan,NA,SC15,DIA,1,2,A,400,211,Mimosa acantholoba,4.47,8.64,1,,,,,,2004,,,,4.8,3.4,3.9,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,581194640914,0.14529866,104143796467,2603594911663,25,0,0,2,,,
23112110,231121,2010,SecCan,NA,SC15,DIA,1,2,A,400,G19,Mimosa acantholoba,2.2,9.2,1,,,,,,2009,,,,4.2,3.8,3.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.3,220618344098,0.055154586,92519903648,2312997591205,25,0,0,1,,,
23115210,231152,2010,SecCan,NA,SC15,DIA,1,3,C,400,43,Mimosa acantholoba,2.5,10.2,1,,,,,,,,,,5.2,3.8,2.5,6.2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.2,530929158457,0.13273229,74612825523,1865320638069,25,0,0,2,,,
23116910,231169,2010,SecCan,NA,SC15,DIA,1,3,C,400,42,Mimosa acantholoba,3.61,10.61,1,,,,,,,,,,4.4,5.6,6.2,5.2,0,0,4.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.2,502733364391,0.125683341,272690242332,681725605829,25,0,0,5,,,
23117610,231176,2010,SecCan,NA,SC15,DIA,1,3,C,400,56,Mimosa acantholoba,0.6,10.85,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,
23121310,231213,2010,SecCan,NA,SC15,DIA,1,3,C,400,54,Mimosa acantholoba,1.16,11.7,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23122010,231220,2010,SecCan,NA,SC15,DIA,1,3,C,200,44,Mimosa acantholoba,3.83,11.7,1,,,,,,,2014,,,4.5,1.9,3.5,0,0,0,0,0,3.5,0,0,,,,,,,,,,,,,,,,,,,,,,,0,3.5,96211275016,0.048105638,52228977866,2611448893297,50,0,0,8,,,
23123710,231237,2010,SecCan,NA,SC15,DIA,1,3,C,200,46,Mimosa acantholoba,3.33,11.72,1,,,,,,,2013,,,4.5,0.58,0.63,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.7,57255526112,0.028627763,0.286984489,143492244453,50,0,0,1,casi muerta,,
23126810,231268,2010,SecCan,NA,SC15,DIA,1,3,C,100,57,Mimosa acantholoba,2.5,12.11,1,,,,,,,2011,,,3.3,2.2,1.9,2.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,2.1,50029863008,0.050029863,3282964323,3282964323001,100,0,0,2,,,
23129910,231299,2010,SecCan,NA,SC15,DIA,1,3,C,400,53,Mimosa acantholoba,1.26,12.48,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23137410,231374,2010,SecCan,NA,SC15,DIA,1,3,C,400,47,Mimosa acantholoba,4.4,13.22,1,,,,,,,,,,4.5,4,4.1,8,4.9,4.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,857419174981,0.214354794,128805298797,322013246993,25,0,0,4,,,
23139810,231398,2010,SecCan,NA,SC15,DIA,1,3,C,100,49,Mimosa acantholoba,3.73,13.56,1,,,,,,,2014,,,3.5,2.4,2.5,1.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.8,25446900494,0.025446901,47123889804,4712388980385,100,0,0,2,,,
23140410,231404,2010,SecCan,NA,SC15,DIA,1,3,C,400,58,Mimosa acantholoba,2.41,13.62,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
23151010,231510,2010,SecCan,NA,SC15,DIA,2,1,A,400,G20,Mimosa acantholoba,0.56,1.35,1,,,,,,2009,,,,5.3,3.4,3.5,5.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6.3,532342875151,0.133085719,93462381444,2336559536107,25,0,0,2,esta en cuadrito,,
23153410,231534,2010,SecCan,NA,SC15,DIA,2,1,A,400,G21,Mimosa acantholoba,0.43,3.1,1,,,,,,2009,,,,5.4,3.3,3.8,6.2,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.7,654472289559,0.163618072,9848892969,2462223242251,25,0,0,2,,,
23161910,231619,2010,SecCan,NA,SC15,DIA,2,2,C,100,98,Mimosa acantholoba,0.88,6.78,1,,,,,,,2011,,,3.4,1.1,0.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.2,38013271108,0.038013271,0.43196899,431968989869,100,0,0,1,,,
23162610,231626,2010,SecCan,NA,SC15,DIA,2,2,C,200,97,Mimosa acantholoba,1.53,7.08,1,,,,,,,2013,,,3.7,2,1.8,2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.5,127627201552,0.063813601,28274333882,1413716694115,50,0,0,2,,,
23163310,231633,2010,SecCan,NA,SC15,DIA,2,2,C,400,84,Lysiloma divaricatum,3.57,7.19,1,,,,,,,,,,4.5,3.6,3.2,5.4,4.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.4,36756634047,0.091891585,90477868423,2261946710585,25,0,0,3,feo hartos rameríos c2,,
23164010,231640,2010,SecCan,NA,SC15,DIA,2,2,C,400,96,Mimosa acantholoba,2.15,7.35,1,,,,,,,,,,4.7,4.1,3,5.5,7.3,0,8.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,8.3,1197182420467,0.299295605,96603974098,2415099352447,25,0,0,5,,,
23168810,231688,2010,SecCan,NA,SC15,DIA,2,2,C,400,94,Mimosa acantholoba,0.1,8.33,1,,,,,,,,,,4.5,3.2,3.4,5.8,5.4,5.2,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.8,754689095209,0.188672274,85451320178,2136283004441,25,0,0,5,,,
23169510,231695,2010,SecCan,NA,SC15,DIA,2,2,C,200,95,Mimosa acantholoba,0.85,8.51,1,,,,,,,2016,,,4,3.1,1.9,3.4,2.7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.4,1480475538,0.074023777,46259951824,2312997591205,50,0,0,5,,,
23173210,231732,2010,SecCan,NA,SC15,DIA,2,2,C,400,87,Mimosa acantholoba,4.08,8.64,1,,,,,,,,,,4.2,2.3,2,7.1,5.9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.1,669316314847,0.167329079,36128315516,903207887907,25,0,0,5,,,
